lineItem/referenceNo,lineItem/tenantId,lineItem/intervalUsageStart,lineItem/intervalUsageEnd,product/service,product/compartmentId,product/compartmentName,product/region,product/availabilityDomain,product/resourceId,usage/billedQuantity,usage/billedQuantityOverage,cost/subscriptionId,cost/productSku,product/Description,cost/unitPrice,cost/unitPriceOverage,cost/myCost,cost/myCostOverage,cost/currencyCode,cost/billingUnitReadable,cost/skuUnitDescription,cost/overageFlag,lineItem/isCorrection,lineItem/backreferenceNo,tags/Oracle-Tags.CreatedBy,tags/Oracle-Tags.CreatedOn,tags/orcl-cloud.free-tier-retained
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+EGGzrnAoRLLadIhvsSdG==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T10:00Z,2022-02-10T11:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+zkfSXEvxjLvYKHUehheJ==,default/aaronthomas@gmail.com,2022-02-10T10:21:43.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+XISVHdEzUFRvrAfoPTVV==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T11:00Z,2022-02-10T12:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+WXhCmaMZIztPRGYcrPHF==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+IpioMUkEaIweSrajcYSV==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T12:00Z,2022-02-10T13:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+pPYfFChYPmVOEJtRMbSi==,default/aaronthomas@gmail.com,2022-02-10T13:09:41.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+tyUzVKBDfimPNkoLJdJS==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T13:00Z,2022-02-10T14:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+YveHtoqyqPuayFiVFUvl==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+YisbTPbNeVWpFKSslTbH==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T14:00Z,2022-02-10T15:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+RxlgHgQtyqeCXQBLLlDJ==,default/aaronthomas@gmail.com,2022-02-10T14:32:38.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+VyzycXKLQfxxSNLPjSPN==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T15:00Z,2022-02-10T16:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+vqDGipuckgLsVyJOJlfe==,default/aaronthomas@gmail.com,2022-02-10T15:33:17.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ClBfqTICoTvkHmIXkWFf==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T16:00Z,2022-02-10T17:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+geQoyDKvqhPqWUzoWwkc==,default/aaronthomas@gmail.com,2022-02-10T17:35:41.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+xIgyxPhKTHRUQvsGzGGc==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T17:00Z,2022-02-10T18:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+OfnOExNfkYdMDbMJuniG==,default/aaronthomas@gmail.com,2022-02-10T17:23:18.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+VCYHuJCDMeTOJsiBXHxV==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T18:00Z,2022-02-10T19:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+fKgBBSYIzLaQaHuNBNoW==,default/aaronthomas@gmail.com,2022-02-10T19:06:44.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+lWLhzKIcCnBuRARhsWjo==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T19:00Z,2022-02-10T20:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+TvJwxxOnEDFnxMtrQGAq==,default/aaronthomas@gmail.com,2022-02-10T19:13:50.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+bDkNVJqLwAMiowmpnIho==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T20:00Z,2022-02-10T21:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+sPWAMKlZNkpOPXisvAIT==,default/aaronthomas@gmail.com,2022-02-10T21:36:36.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+gejkQCyfgPpyYouNKohA==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T21:00Z,2022-02-10T22:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+UgqFuHekLyBCMfDbLpZi==,default/aaronthomas@gmail.com,2022-02-10T21:47:49.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+RaNBiJBvMurIzcJblVcF==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T22:00Z,2022-02-10T23:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+FVQJVJiOgEtXVsWmWIPu==,default/aaronthomas@gmail.com,2022-02-10T22:38:35.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+RqtCcFwAQzimzZsXZUAo==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-10T23:00Z,2022-02-11T00:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+LbPVislKrFnqjEPFHupk==,default/aaronthomas@gmail.com,2022-02-10T23:21:09.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+tBZVVYEBFRTrJdqsIFwS==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T00:00Z,2022-02-11T01:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+gqAQFEdspyyVdIHvsJgi==,default/aaronthomas@gmail.com,2022-02-11T01:31:29.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+IWApGcegNrqiqzObwutn==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T01:00Z,2022-02-11T02:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+KbdTPEtDEeyWcxNuHDCq==,default/aaronthomas@gmail.com,2022-02-11T02:21:04.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ebEKwnBAdNkxtHESLDub==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T02:00Z,2022-02-11T03:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+XhohVPaahqIJKDNyoPay==,default/aaronthomas@gmail.com,2022-02-11T03:18:02.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+doqXBNYplvGhPqqKyYEp==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T03:00Z,2022-02-11T04:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+nXdZDdUlKbwzrBbZIJII==,default/aaronthomas@gmail.com,2022-02-11T04:20:49.000Z,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+nLYVBIUShOFvRMflvrYS==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T04:00Z,2022-02-11T05:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+jPFuGJaYcRqYgSYVuOvU==,default/aaronthomas@gmail.com,2022-02-11T04:28:42.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+xXZgbufQpwwMZAbJPFBP==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T05:00Z,2022-02-11T06:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+BtIpLtmIHGROyyxPHgee==,default/aaronthomas@gmail.com,,
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ixmQclWEfKLohSicTCDQ==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T06:00Z,2022-02-11T07:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+emTgUzJTZVXONqvDnSPo==,default/aaronthomas@gmail.com,,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+btVXQgpXoekDdQPKFXLG==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T07:00Z,2022-02-11T08:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+ZJefVanSvcMGsyWfEFLR==,default/aaronthomas@gmail.com,2022-02-11T07:23:35.000Z,true
V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+hvIUqTKsADQGiffLoEui==,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,2022-02-11T08:00Z,2022-02-11T09:00Z,COMPUTE,ocid1.tenancy.oc1..XRvHfzOmAcQuAvVjruXuecCKa,aaronthomas,il-jerusalem-1,ghUo:IL-JERUSALEM-1-AD-1,ocid1.instance.oci.il-jerusalem-1.bcReRkOVByrIrRTOzHnNYKJNVWqG,1,,23465677,B78565,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,true,V2.FrSYVQsGfcjbsPFKtBxIZTAemXDwhZ+hRSdogQAhafpfDzkeevZ==,default/aaronthomas@gmail.com,,
