lineItem/referenceNo,lineItem/tenantId,lineItem/intervalUsageStart,lineItem/intervalUsageEnd,product/service,product/compartmentId,product/compartmentName,product/region,product/availabilityDomain,product/resourceId,usage/billedQuantity,usage/billedQuantityOverage,cost/subscriptionId,cost/productSku,product/Description,cost/unitPrice,cost/unitPriceOverage,cost/myCost,cost/myCostOverage,cost/currencyCode,cost/billingUnitReadable,cost/skuUnitDescription,cost/overageFlag,lineItem/isCorrection,lineItem/backreferenceNo,tags/Oracle-Tags.CreatedBy,tags/Oracle-Tags.CreatedOn,tags/orcl-cloud.free-tier-retained
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+xgqSTLsgUXzbBlDlWLBN==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T10:00Z,2022-03-01T11:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T10:48:18.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+xKTUbMNGCNKBTRqGBcyP==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T11:00Z,2022-03-01T12:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T11:20:06.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+trCvuCGJpzdmvkHuBPmq==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T12:00Z,2022-03-01T13:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T13:29:04.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+ltcnkmriwFwwqtBHtraX==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T13:00Z,2022-03-01T14:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T13:18:35.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+ExscXHbTqjSNoYVFWFRq==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T14:00Z,2022-03-01T15:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+zMQVcPWAqOFXXgziOUjC==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T15:00Z,2022-03-01T16:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T16:08:05.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+BbiYKRggcVeNeiZQsGJz==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T16:00Z,2022-03-01T17:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T16:11:23.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+rhmmTTIUbftpGddGtwdw==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T17:00Z,2022-03-01T18:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T17:31:43.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+kEeVUckbwlqMnjLvutTX==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T18:00Z,2022-03-01T19:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T18:10:28.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+imrxXgVeWlVymiWiYQlK==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T19:00Z,2022-03-01T20:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T20:48:41.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+IwGoYFeUkVZSdirOgOQm==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T20:00Z,2022-03-01T21:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T20:26:44.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+wOuxzQoikJNeohGnuVyO==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T21:00Z,2022-03-01T22:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+AhavfWfsCuwuPkDenxQC==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T22:00Z,2022-03-01T23:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+EesnAyRUaMHjSReDnpTj==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-01T23:00Z,2022-03-02T00:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-01T23:37:26.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+yknnUEdCvBjQJlovtOSz==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T00:00Z,2022-03-02T01:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-02T00:31:25.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+WulBJXQtIuFcppNQNLul==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T01:00Z,2022-03-02T02:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+geRMRTqQcrKYBIqYdMjf==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T02:00Z,2022-03-02T03:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-02T02:34:13.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+DRuOTQAjBGlFroKXqmiU==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T03:00Z,2022-03-02T04:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+xlafpsveCuLPQQYHhwjJ==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T04:00Z,2022-03-02T05:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-02T04:36:17.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+WlTyLjWPcnenhRaUcOQI==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T05:00Z,2022-03-02T06:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-02T05:10:18.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+IqEqXrCywkWwOBGYCDEW==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T06:00Z,2022-03-02T07:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-02T06:26:28.000Z,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+vGQufkhthkYJoahfDxaH==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T07:00Z,2022-03-02T08:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+sRAKxiXYyKLRoXUOTMIE==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T08:00Z,2022-03-02T09:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,2022-03-02T09:33:45.000Z,
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+GZWzNnGmZvRkXglHaLkL==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T09:00Z,2022-03-02T10:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,true
V2.MYnJPDHNmovtzPqkAQmNnRwtKvcnzrsJNhAwcKczpQ+QcRFCSbREgrajbmIoqyg==,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,2022-03-02T10:00Z,2022-03-02T11:00Z,COMPUTE,ocid1.tenancy.oc1..xsKTvzYCOqbPiWrVpbqceTNnKIDArl,lisahampton,eu-amsterdam-1,JUlf:EU-AMSTERDAM-1-AD-1,ocid1.instance.oci.eu-amsterdam-1.BKnAZyfCFVspTBfnrEVUPEnxmkGAyJbSrAB,1,,82672739,B51255,Virtual Machine Standard - E2 Micro - Free,,,0,,USD,ONE HOURS OCPUS,OCPU Hours,,false,,default/lisahampton@hotmail.com,,
