lineItem/referenceNo,lineItem/tenantId,lineItem/intervalUsageStart,lineItem/intervalUsageEnd,product/service,product/resource,product/compartmentId,product/compartmentName,product/region,product/availabilityDomain,product/resourceId,usage/consumedQuantity,usage/billedQuantity,usage/consumedQuantityUnits,usage/consumedQuantityMeasure,lineItem/isCorrection,lineItem/backreferenceNo,tags/Oracle-Tags.CreatedBy,tags/Oracle-Tags.CreatedOn,tags/orcl-cloud.free-tier-retained
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+IyrUybKprPdVsoRnlJvZ==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T10:00Z,2022-03-01T11:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+cMWgLPzuzqvTvSGBEvUU==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+vzzhrjRsTAbSqzJjlyzx==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T11:00Z,2022-03-01T12:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+xBVkttzrvqkNMPSFsaCZ==,default/sharonholmes@gmail.com,2022-03-01T12:11:32.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+srLHCDBjmMolDvvELTwH==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T12:00Z,2022-03-01T13:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+UsnjfFSvJqBCxuvUgwdu==,default/sharonholmes@gmail.com,2022-03-01T13:29:20.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+gQHToMMAEkgoDmbzLYgr==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T13:00Z,2022-03-01T14:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+STagMrQWBIGVFnDQEydh==,default/sharonholmes@gmail.com,2022-03-01T13:05:06.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+HyshvPfNkojZSLIMNQSm==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T14:00Z,2022-03-01T15:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+VLKWitGkTzInLjfneoly==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+SIUSWGJwUBUjyFCbzvuk==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T15:00Z,2022-03-01T16:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+GUgyvAdaYvZzSpcQGrjL==,default/sharonholmes@gmail.com,2022-03-01T16:23:01.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+GImBAfXYcQvNwNWhhVHG==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T16:00Z,2022-03-01T17:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+ZxWKnekAxzmRlRVLXeMX==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+nGnGxhVuMyYZuiJxSIRE==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T17:00Z,2022-03-01T18:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+AKMknZgNjfuYEPtvAEOv==,default/sharonholmes@gmail.com,2022-03-01T18:09:47.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+DTcWQweDFDrtswYPVtvs==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T18:00Z,2022-03-01T19:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+QfvcKSwwLndSxObwMrfV==,default/sharonholmes@gmail.com,2022-03-01T19:04:02.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+txujgzxmwVUBxBOhpGEb==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T19:00Z,2022-03-01T20:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+QikBWIdXVQJODwjkQsUa==,default/sharonholmes@gmail.com,2022-03-01T19:05:15.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+gkaewhpgLRwPbKMYpZDA==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T20:00Z,2022-03-01T21:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+foswwxWSWXUeyFsDxliZ==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+YeuHjRULozlGbuOtGAme==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T21:00Z,2022-03-01T22:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+LorDQMRQeknpvDZQDUzY==,default/sharonholmes@gmail.com,2022-03-01T21:44:33.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+rJGHbOgLwjlAuHvDZCPk==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T22:00Z,2022-03-01T23:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+MzEJesdutCBgZnrHFmuK==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+iYHWNYAJwaCxFMiJNJJV==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-01T23:00Z,2022-03-02T00:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+FuQxdBNypTcgDtPdeoyj==,default/sharonholmes@gmail.com,2022-03-02T00:21:03.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+UBVghHWaUtiSQPMPLSDp==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-02T00:00Z,2022-03-02T01:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+FFhbqAJBRyHDMmCtGcWp==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+CKpEMIyasEqpWIhNBZdb==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-02T01:00Z,2022-03-02T02:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+cPJXniqZyKNKWwJnKqHb==,default/sharonholmes@gmail.com,,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+LAERDvGqAwhYrjGUAXNr==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-02T02:00Z,2022-03-02T03:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+vZYVMRoecZPOdtdzdJVn==,default/sharonholmes@gmail.com,2022-03-02T02:13:37.000Z,
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+DXFVzuAoEdDhWfDFOSEL==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-02T03:00Z,2022-03-02T04:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+hFtjSMrhYUAWCGThEYsi==,default/sharonholmes@gmail.com,,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+UQmVLcTbapgOQftbuyTy==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-02T04:00Z,2022-03-02T05:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+BcxPavmbRtfzLxATXTkh==,default/sharonholmes@gmail.com,2022-03-02T04:25:12.000Z,true
V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+kERmRhKyyGZtzKKzWXWJ==,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,2022-03-02T05:00Z,2022-03-02T06:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..UGRTyoMfgRXLOZUvzKxZLJfdoncjHkiCXSJAengltAMLePc,sharonholmes,ap-hyderabad-1,zSJb:AP-HYDERABAD-1-AD-1,ocid1.instance.oci.ap-hyderabad-1.kKybmmXZPbpzbWaHweVVUBwLCgOIwIQusm,622891174,287938630,GB_MS,STORAGE_SIZE,true,V2.XjCqRPpauBDIPdRPXQsOPedCZDSrClkDuYWWiFgram+JIEdyakAfiyGHVInQEiD==,default/sharonholmes@gmail.com,2022-03-02T05:07:06.000Z,true
