lineItem/referenceNo,lineItem/tenantId,lineItem/intervalUsageStart,lineItem/intervalUsageEnd,product/service,product/resource,product/compartmentId,product/compartmentName,product/region,product/availabilityDomain,product/resourceId,usage/consumedQuantity,usage/billedQuantity,usage/consumedQuantityUnits,usage/consumedQuantityMeasure,lineItem/isCorrection,lineItem/backreferenceNo,tags/Oracle-Tags.CreatedBy,tags/Oracle-Tags.CreatedOn,tags/orcl-cloud.free-tier-retained
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+WzEbAZzJVWRUfyKfqdmN==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T14:00Z,2022-04-01T15:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+fwarIJsJKTTaVSPXZbqv==,default/williammorales@gmail.com,,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+lekIJEXjzQSmDmPFLXFF==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T15:00Z,2022-04-01T16:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+tjqeSVSfJXPbLrYcUXve==,default/williammorales@gmail.com,,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+xjdnHyOQonhNuBgqnrFA==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T16:00Z,2022-04-01T17:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+xuybJVZLOJYJnilkkYfa==,default/williammorales@gmail.com,,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+otQlALmNBNnfJxItuFre==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T17:00Z,2022-04-01T18:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+qknsleNPZlXCVjzJRbqh==,default/williammorales@gmail.com,2022-04-01T18:04:39.000Z,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+hOsJiaVtxkjWcxPtrrKu==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T18:00Z,2022-04-01T19:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+CxEEzCLqWsqBpCPcJzfL==,default/williammorales@gmail.com,2022-04-01T18:32:27.000Z,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+cyHonjSzubhlEwsXFFoU==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T19:00Z,2022-04-01T20:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+VKYEuJMTKmgNHWMKBVRc==,default/williammorales@gmail.com,2022-04-01T19:40:33.000Z,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+DTnViOhofdkvDnTSqYsd==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T20:00Z,2022-04-01T21:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+DjPVdiwPViOQEHbpLkLW==,default/williammorales@gmail.com,2022-04-01T20:22:11.000Z,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+sqDYnfrEzAICHRQpOIBL==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T21:00Z,2022-04-01T22:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+ACAFkelCsYMxpFrAhuPK==,default/williammorales@gmail.com,,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+ATLTZLkoHFWaRjxRtcGk==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T22:00Z,2022-04-01T23:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+vvOsbUFLTVwFresGMddA==,default/williammorales@gmail.com,2022-04-01T23:47:26.000Z,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+nCizknFqxREEwznVruVo==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-01T23:00Z,2022-04-02T00:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+lRxNAoriDLgSspsiJFwe==,default/williammorales@gmail.com,,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+yWAbPxezLoMxYtJAImoy==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T00:00Z,2022-04-02T01:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+QrGFSgBLSprGhRZJBkQg==,default/williammorales@gmail.com,2022-04-02T01:09:01.000Z,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+iuZvJItMoRRGSDGHxRAE==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T01:00Z,2022-04-02T02:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+HqdxiBNlbcbDnssuotUa==,default/williammorales@gmail.com,2022-04-02T01:26:27.000Z,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+UnsIXMQYeIWZquffVOCH==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T02:00Z,2022-04-02T03:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+uNtNhScSyHFaWqOTeLuc==,default/williammorales@gmail.com,2022-04-02T02:28:12.000Z,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+miwvdGNeFsTUgSrUugLh==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T03:00Z,2022-04-02T04:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+RzjHFPoIutHBUmifJVdw==,default/williammorales@gmail.com,,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+thOBfTUPCWsmafEvCKox==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T04:00Z,2022-04-02T05:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+nAmYeIFdurkpxPutkEMX==,default/williammorales@gmail.com,,true
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+iYlNbVEYiqgNiaQHqtlj==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T05:00Z,2022-04-02T06:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+gjtMEYIswFoaYZCNnHmf==,default/williammorales@gmail.com,2022-04-02T06:33:44.000Z,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+jMYcRZsbnygwoEeObuFA==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T06:00Z,2022-04-02T07:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+gTtAuWdKIjLDQzLJFMLx==,default/williammorales@gmail.com,2022-04-02T06:03:34.000Z,
V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+bcQQruUeCSrvKFwPvERa==,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,2022-04-02T07:00Z,2022-04-02T08:00Z,COMPUTE,PIC_COMPUTE_VM_STANDARD_E2_MICRO_FREE,ocid1.tenancy.oc1..wYxQtOPqXABVNJzZeoEIOkUQCrXhhVuNYSxFwhL,williammorales,us-phoenix-1,pUIl:US-PHOENIX-1-AD-3,ocid1.instance.oci.us-phoenix-1.CWAxrzuSmoSbBlJMhOpncqnePpcttXPIil,818328709,910164768,GB_MS,STORAGE_SIZE,true,V2.cDVVafPJOohHmYIJVjimVVSgYhVBmNKTGB+AfeooDQwpUEIHWzZmYbg==,default/williammorales@gmail.com,2022-04-02T08:25:02.000Z,true
